max_depth,min_child_weight,eta,subsample,boost_rounds,mean_error3,5,0.3,0.7,998,3.4688323999999993
3,5,0.2,0.7,998,3.6722606
3,5,0.1,0.7,998,3.9962755999999997
3,5,0.05,0.7,998,4.280847400000001
3,5,0.01,0.7,998,4.764819999999999
3,5,0.005,0.7,998,5.3391041999999995
3,5,0.3,0.8,998,3.463628
3,5,0.2,0.8,998,3.6669146000000006
3,5,0.1,0.8,998,3.9999648
3,5,0.05,0.8,998,4.285902
3,5,0.01,0.8,998,4.7697188
3,5,0.005,0.8,998,5.3364888
3,5,0.3,0.9,998,3.4590708
3,5,0.2,0.9,998,3.6729479999999994
3,5,0.1,0.9,998,4.0072356
3,5,0.05,0.9,998,4.2953969999999995
3,5,0.01,0.9,998,4.770434
3,5,0.005,0.9,998,5.3360214
3,6,0.3,0.7,998,3.4677464000000002
3,6,0.2,0.7,998,3.6748638
3,6,0.1,0.7,998,3.9972418
3,6,0.05,0.7,998,4.2815544
3,6,0.01,0.7,998,4.7649474
3,6,0.005,0.7,998,5.3387776
3,6,0.3,0.8,998,3.4620766000000005
3,6,0.2,0.8,998,3.6737518000000002
3,6,0.1,0.8,998,3.9988262000000008
3,6,0.05,0.8,998,4.284643399999999
3,6,0.01,0.8,998,4.7698278
3,6,0.005,0.8,998,5.3366304
3,6,0.3,0.9,998,3.4730238
3,6,0.2,0.9,998,3.6786128000000007
3,6,0.1,0.9,998,4.0065716
3,6,0.05,0.9,998,4.2996444
3,6,0.01,0.9,998,4.7706374
3,6,0.005,0.9,998,5.335940800000001
4,5,0.3,0.7,998,2.8293542
4,5,0.2,0.7,998,3.0751198000000004
4,5,0.1,0.7,998,3.5166683999999995
4,5,0.05,0.7,998,3.899416
4,5,0.01,0.7,998,4.5611201999999995
4,5,0.005,0.7,998,5.1872662
4,5,0.3,0.8,998,2.8018714
4,5,0.2,0.8,998,3.0697859999999997
4,5,0.1,0.8,998,3.5130539999999995
4,5,0.05,0.8,998,3.904794
4,5,0.01,0.8,998,4.561001200000001
4,5,0.005,0.8,998,5.1841442
4,5,0.3,0.9,998,2.8015076
4,5,0.2,0.9,998,3.0771826000000004
4,5,0.1,0.9,998,3.5251712
4,5,0.05,0.9,998,3.9086734
4,5,0.01,0.9,998,4.5633994
4,5,0.005,0.9,998,5.1822536
4,6,0.3,0.7,998,2.8425634000000004
4,6,0.2,0.7,998,3.0898453999999997
4,6,0.1,0.7,998,3.5122516000000004
4,6,0.05,0.7,998,3.9030362
4,6,0.01,0.7,998,4.561023199999999
4,6,0.005,0.7,998,5.1870664
4,6,0.3,0.8,998,2.8213878
4,6,0.2,0.8,998,3.0826166
4,6,0.1,0.8,998,3.5189673999999997
4,6,0.05,0.8,998,3.9071518
4,6,0.01,0.8,998,4.563417
4,6,0.005,0.8,998,5.1842088
4,6,0.3,0.9,998,2.8093654
4,6,0.2,0.9,998,3.0777043999999996
4,6,0.1,0.9,998,3.5286906
4,6,0.05,0.9,998,3.9067664
4,6,0.01,0.9,998,4.5649786
4,6,0.005,0.9,998,5.182178
5,5,0.3,0.7,998,2.261973
5,5,0.2,0.7,998,2.5476710000000002
5,5,0.1,0.7,998,3.0558420000000006
5,5,0.05,0.7,998,3.5365493999999997
5,5,0.01,0.7,998,4.368521799999999
5,5,0.005,0.7,998,5.0534064
5,5,0.3,0.8,998,2.2450424
5,5,0.2,0.8,998,2.5485686000000003
5,5,0.1,0.8,998,3.0588822
5,5,0.05,0.8,998,3.5417645999999996
5,5,0.01,0.8,998,4.3698596
5,5,0.005,0.8,998,5.049083
5,5,0.3,0.9,998,2.2445649999999997
5,5,0.2,0.9,998,2.5429796
5,5,0.1,0.9,998,3.0726709999999997
5,5,0.05,0.9,998,3.5472507999999996
5,5,0.01,0.9,998,4.3707126
5,5,0.005,0.9,998,5.0457928
5,6,0.3,0.7,998,2.2918376
5,6,0.2,0.7,998,2.5663924000000002
5,6,0.1,0.7,998,3.067597
5,6,0.05,0.7,998,3.5414907999999996
5,6,0.01,0.7,998,4.3690172
5,6,0.005,0.7,998,5.0537312
5,6,0.3,0.8,998,2.2649078000000005
5,6,0.2,0.8,998,2.5640818
5,6,0.1,0.8,998,3.0742266000000003
5,6,0.05,0.8,998,3.5486978000000002
5,6,0.01,0.8,998,4.369586
5,6,0.005,0.8,998,5.0492326
5,6,0.3,0.9,998,2.2615392
5,6,0.2,0.9,998,2.5519846
5,6,0.1,0.9,998,3.0767990000000003
5,6,0.05,0.9,998,3.5570074
5,6,0.01,0.9,998,4.3719026
5,6,0.005,0.9,998,5.0458534
6,5,0.3,0.7,998,1.8151506000000002
6,5,0.2,0.7,998,2.0851958
6,5,0.1,0.7,998,2.6319500000000002
6,5,0.05,0.7,998,3.1738008
6,5,0.01,0.7,998,4.1759442
6,5,0.005,0.7,998,4.9303152
6,5,0.3,0.8,998,1.7954954
6,5,0.2,0.8,998,2.076136
6,5,0.1,0.8,998,2.6320494
6,5,0.05,0.8,998,3.1805276000000005
6,5,0.01,0.8,998,4.1765124
6,5,0.005,0.8,998,4.921895
6,5,0.3,0.9,998,1.7953156
6,5,0.2,0.9,998,2.0762234
6,5,0.1,0.9,998,2.6361511999999996
6,5,0.05,0.9,998,3.1885338
6,5,0.01,0.9,998,4.179398399999999
6,5,0.005,0.9,998,4.9171564000000005
6,6,0.3,0.7,998,1.8384266
6,6,0.2,0.7,998,2.1190447999999997
6,6,0.1,0.7,998,2.6443572
6,6,0.05,0.7,998,3.1883576
6,6,0.01,0.7,998,4.1793664
6,6,0.005,0.7,998,4.9306842
6,6,0.3,0.8,998,1.8236302000000002
6,6,0.2,0.8,998,2.1059074
6,6,0.1,0.8,998,2.658157
6,6,0.05,0.8,998,3.1916066
6,6,0.01,0.8,998,4.1771956
6,6,0.005,0.8,998,4.9223114
6,6,0.3,0.9,998,1.8255186
6,6,0.2,0.9,998,2.119012
6,6,0.1,0.9,998,2.6599654
6,6,0.05,0.9,998,3.2001474
6,6,0.01,0.9,998,4.1809786
6,6,0.005,0.9,998,4.9183374
7,5,0.3,0.7,998,1.4660141999999998
7,5,0.2,0.7,998,1.7080971999999999
7,5,0.1,0.7,998,2.2465032000000003
7,5,0.05,0.7,998,2.8281584
7,5,0.01,0.7,998,3.9857948
7,5,0.005,0.7,998,4.80415
7,5,0.3,0.8,998,1.4491323999999999
7,5,0.2,0.8,998,1.7114554000000002
7,5,0.1,0.8,998,2.25047
7,5,0.05,0.8,998,2.8388314
7,5,0.01,0.8,998,3.9799666
7,5,0.005,0.8,998,4.7918976
7,5,0.3,0.9,998,1.4581646
7,5,0.2,0.9,998,1.7127352000000002
7,5,0.1,0.9,998,2.2580327999999996
7,5,0.05,0.9,998,2.8477606
7,5,0.01,0.9,998,3.9847740000000003
7,5,0.005,0.9,998,4.7859148000000005
7,6,0.3,0.7,998,1.493343
7,6,0.2,0.7,998,1.754466
7,6,0.1,0.7,998,2.2763824
7,6,0.05,0.7,998,2.849461
7,6,0.01,0.7,998,3.9882716
7,6,0.005,0.7,998,4.8061358
7,6,0.3,0.8,998,1.4828656
7,6,0.2,0.8,998,1.7405308000000002
7,6,0.1,0.8,998,2.283154
7,6,0.05,0.8,998,2.8530754000000003
7,6,0.01,0.8,998,3.9840034
7,6,0.005,0.8,998,4.7932546
7,6,0.3,0.9,998,1.5026388000000002
7,6,0.2,0.9,998,1.7552910000000002
7,6,0.1,0.9,998,2.2907374
7,6,0.05,0.9,998,2.8660412
7,6,0.01,0.9,998,3.9873352000000004
7,6,0.005,0.9,998,4.7869316
